,first name,last name,job,studies,salary
39374,Jennifer,Farmer,Advertising copywriter,tertiary,29503.37618939154
39375,Andrew,Allen,Hydrologist,primary,19355.155280626564
39376,Michael,Cruz,"Runner, broadcasting/film/video",primary,18107.841583129364
39377,Desiree,Stevens,"Editor, film/video",primary,18519.427837617768
39378,Ellen,Perry,"Social research officer, government",primary,19389.31989922544
39379,Autumn,Robles,Occupational therapist,primary,19532.909534542054
39380,Melody,Mason,Insurance risk surveyor,primary,17738.93889148044
39381,Megan,Sparks,Futures trader,tertiary,29710.17893150914
39382,Jim,Navarro,Police officer,primary,16576.9873601223
39383,Terry,Jennings,IT trainer,primary,18594.116819285584
39384,Laura,Ferguson,Nature conservation officer,secondary,23168.009843643187
39385,John,Gibson,Marketing executive,secondary,21919.212484854554
39386,Barbara,Stevenson,"Exhibitions officer, museum/gallery",tertiary,30460.825799913884
39387,Rebekah,Lynch,Human resources officer,secondary,21540.971545786666
39388,Andre,Wilson,"Loss adjuster, chartered",primary,17834.128923976386
39389,Robert,Mosley,Applications developer,tertiary,30499.493511189234
39390,Philip,Banks,Best boy,secondary,21502.81111162316
39391,Kayla,Morris,Air broker,primary,19847.343505568868
39392,Michael,Watts,"Teacher, adult education",primary,16974.104176191002
39393,Dennis,Durham,Barrister's clerk,secondary,25345.28788321972
39394,Michael,Powell,Actor,primary,17335.624159943196
39395,Peter,Moore,"Secretary, company",primary,16448.196827862444
39396,Melissa,Taylor,Research scientist (maths),tertiary,30286.148747162675
39397,Gloria,Schaefer,Training and development officer,secondary,22415.160183571334
39398,Bryan,Mills,Pathologist,primary,17124.754053644123
39399,Sandra,Santana,Records manager,tertiary,28952.847459342047
39400,Catherine,Le,Passenger transport manager,primary,17236.44104800461
39401,Susan,Jackson,Holiday representative,secondary,22224.942533858775
39402,Kenneth,Perry,"Production assistant, television",secondary,22801.36274038705
39403,Julie,Chavez,"Surveyor, minerals",primary,17253.704499393123
39404,Donald,Williams,Art gallery manager,secondary,21070.993389470754
39405,Rebecca,Lawrence,Biomedical scientist,secondary,22235.805751055792
39406,Brandy,Miller,Financial risk analyst,primary,19459.043497092658
39407,Amanda,Tran,"Conservator, furniture",secondary,22084.89507619482
39408,Mark,Anderson,"Scientist, biomedical",primary,17821.54854997321
39409,Daniel,May,Hydrologist,primary,18232.307804780074
39410,Patricia,Jones,IT consultant,secondary,22302.178962105572
39411,Matthew,Taylor,Computer games developer,primary,19251.717035889258
39412,John,Lopez,Field seismologist,primary,18792.963653869174
39413,Joe,Boyd,Production manager,secondary,22575.602625837415
39414,Angela,Meyer,"Restaurant manager, fast food",tertiary,30539.811100278348
39415,Andrew,Watson,"Social research officer, government",primary,19826.988226647132
39416,Brandi,Gray,Medical secretary,tertiary,28849.349138522557
39417,Tina,Collier,Physiotherapist,primary,16876.112207263857
39418,Kathryn,Steele,Charity fundraiser,tertiary,32004.102631465285
39419,Rachel,Gonzales,"Editor, magazine features",secondary,21163.71573436419
39420,Michelle,Sanchez,Diagnostic radiographer,tertiary,31675.139167129448
39421,Theodore,Choi,Industrial buyer,primary,19640.74211639069
39422,Shaun,Hall,Music tutor,tertiary,29221.16968153606
39423,John,Long,Barrister's clerk,primary,17520.091755424968
39424,Stephanie,Cherry,Comptroller,primary,18911.23225498412
39425,Tiffany,Patrick,Analytical chemist,primary,16524.563258993432
39426,Timothy,Thomas,"Conservator, furniture",primary,18027.52296478453
39427,Ann,Knox,"Teacher, special educational needs",secondary,19570.742480590226
39428,Sheri,Nguyen,Soil scientist,primary,18996.239114714557
39429,Brandi,Berry,Therapeutic radiographer,secondary,20792.75773521913
39430,Shannon,Garcia,Hydrologist,primary,18673.834161926476
39431,Angela,Wilcox,Race relations officer,primary,18462.670679494575
39432,Michael,Pena,"Programmer, multimedia",secondary,22407.753853996783
39433,Melanie,Oconnell,"Teacher, special educational needs",secondary,22843.054345423145
39434,Katie,Johnson,Games developer,primary,19015.143326804926
39435,Joshua,Robles,Arts development officer,primary,17837.301270324868
39436,Daniel,Carter,"Surveyor, building control",primary,18157.864387168567
39437,Craig,Pittman,Herbalist,secondary,22763.659187760688
39438,Leslie,Drake,Contracting civil engineer,primary,18575.062959188857
39439,Elizabeth,Watts,Brewing technologist,tertiary,28305.394202677897
39440,Ronald,Warner,Insurance risk surveyor,primary,17087.886247213024
39441,Cory,Jacobs,Estate agent,secondary,22762.395143457623
39442,Dawn,Serrano,Psychotherapist,tertiary,28744.53296176179
39443,Matthew,Kirby,Architect,primary,18764.895400469657
39444,Richard,Bennett,Industrial/product designer,secondary,22505.20172642653
39445,Sandy,Calhoun,Furniture conservator/restorer,secondary,21550.105604472275
39446,Robert,Bennett,Claims inspector/assessor,secondary,21246.311226210757
39447,Michael,Guerrero,Analytical chemist,secondary,23104.87396089338
39448,Marissa,Marshall,IT trainer,secondary,21386.891205470714
39449,Cameron,Irwin,Best boy,primary,20210.186147678407
39450,James,Buckley,"Programmer, multimedia",primary,16917.64851513916
39451,Dustin,Bowman,Pathologist,tertiary,31629.916049815685
39452,Mary,Cooper,Quantity surveyor,primary,16351.706256879155
39453,Joshua,Diaz,Armed forces training and education officer,primary,17064.92409211836
39454,Michael,Brown,Podiatrist,secondary,21536.082645561557
39455,Jorge,James,Public librarian,primary,18878.251777446305
39456,Anthony,Weeks,Barrister,primary,19062.55379600647
39457,Juan,Jones,Chartered certified accountant,primary,18479.337887587335
39458,Zoe,Evans,"Journalist, newspaper",secondary,23925.3876553749
39459,Sandra,Sharp,TEFL teacher,primary,18940.40444012547
39460,Michael,Khan,Community arts worker,primary,16958.51430801689
39461,Harold,Holt,Merchant navy officer,primary,17823.212450974752
39462,Rachel,Levy,Geophysicist/field seismologist,secondary,22753.007295545736
39463,Melissa,Martin,Press sub,primary,18469.726097072285
39464,Anthony,Brooks,Banker,primary,18396.723036593914
39465,Shane,Brady,Hydrologist,secondary,21610.088903615877
39466,Susan,Lewis,Financial planner,primary,18278.900448912267
39467,Emily,Carter,Call centre manager,primary,18488.1478500589
39468,Tamara,Bell,Technical author,primary,18279.07074877593
39469,James,Hernandez,"Surveyor, mining",secondary,22232.291779637562
39470,Michael,Jones,"Engineer, biomedical",primary,18757.010888807465
39471,Marissa,Peterson,Medical laboratory scientific officer,secondary,21656.678022783555
39472,Maria,Garcia,Furniture conservator/restorer,tertiary,29579.430985185678
39473,Antonio,Johnson,Neurosurgeon,primary,18058.196174007506
39474,Brian,Pope,IT technical support officer,primary,18055.874924417243
39475,Molly,Jordan,Dispensing optician,tertiary,30027.67998229807
39476,Timothy,Stewart,Chartered management accountant,primary,18739.90082811521
39477,Benjamin,Perez,Barrister,primary,18057.55990563868
39478,Christina,Miller,Contracting civil engineer,primary,17358.933934645403
39479,Jeffrey,Brown,Financial risk analyst,primary,17509.29171333356
39480,Charles,Bray,Drilling engineer,primary,17838.888387852097
39481,Carla,Ball,Art therapist,primary,18891.870623155835
39482,Christopher,Cunningham,Air cabin crew,secondary,21370.502904233592
39483,Alexis,Clark,Data processing manager,tertiary,29476.1852948858
39484,Regina,Love,Advertising account executive,primary,18395.305316889688
39485,Mary,Taylor,Pharmacologist,tertiary,28768.395566864663
39486,Michelle,Dennis,"Engineer, materials",primary,17495.320435127112
39487,Corey,Moore,Human resources officer,primary,18347.62273296681
39488,Rachel,Guzman,Ophthalmologist,tertiary,29866.457764997624
39489,Patricia,Maxwell,Printmaker,secondary,20906.411157157036
39490,Jennifer,Boyd,Toxicologist,tertiary,31194.73053325883
39491,Alexis,Walker,Geophysical data processor,primary,18228.77525162817
39492,Lisa,Murray,Radio broadcast assistant,primary,17068.261378562067
39493,Joanna,Andersen,Barrister,primary,18111.424187838344
39494,Brandon,Graham,"Conservator, furniture",primary,18701.905556156482
39495,Jacqueline,Chase,Translator,primary,18177.976417702666
39496,Tanya,Vance,Government social research officer,primary,19204.561520215546
39497,Jennifer,Vaughan,Exercise physiologist,secondary,20721.433321394506
39498,Joseph,Kelley,Arts development officer,primary,18609.029704358116
39499,Justin,Bailey,Horticultural therapist,primary,17565.054270356213
39500,Alexander,Henderson,Learning mentor,primary,18485.62327934227
39501,Jeffery,Chambers,Company secretary,primary,17450.071833613736
39502,Cynthia,Kim,Audiological scientist,secondary,22111.32953974543
39503,Alex,Newman,Print production planner,primary,17834.346377811038
39504,Denise,Reyes,Media buyer,primary,20710.6819813012
39505,Alejandro,Rodriguez,Nature conservation officer,secondary,21829.77865179002
39506,Sandra,Cervantes,Insurance broker,secondary,21735.185362631422
39507,Michelle,Sanchez,Sports development officer,secondary,20049.27761580082
39508,Sharon,Perez,"Designer, textile",primary,17841.17235390001
39509,Dana,Obrien,Dancer,tertiary,28561.37324285739
39510,Sheila,Young,Make,primary,17174.31153853523
39511,Michelle,Anderson,"Solicitor, Scotland",primary,18606.502897200047
39512,Jeffery,Peterson,Architectural technologist,tertiary,30216.63109800414
39513,Andrea,Perez,"Engineer, mining",primary,16970.571954571213
39514,Traci,Hunter,Interior and spatial designer,tertiary,28217.93764245885
39515,Tracy,Henderson,"Engineer, petroleum",primary,18368.365433487783
39516,Janet,Day,Risk manager,secondary,20144.881337778206
39517,Ryan,Crane,Architectural technologist,secondary,21564.776170817124
39518,Ana,English,Herpetologist,primary,18318.021109981888
39519,Yolanda,Scott,Exercise physiologist,primary,17401.664381842333
39520,Heidi,Juarez,Broadcast presenter,primary,17082.627539696612
39521,Amy,Hines,Solicitor,tertiary,30803.242435703818
39522,Cindy,Joyce,"Journalist, broadcasting",tertiary,30818.86657793451
39523,Kyle,Ortiz,Public affairs consultant,primary,18027.17123569786
39524,Jennifer,Cantu,Clinical biochemist,primary,18163.182575019575
39525,Martin,Osborne,Occupational therapist,tertiary,27796.902512375214
39526,Denise,Leach,Phytotherapist,primary,18294.963956954576
39527,Brandi,Conner,Hydrogeologist,secondary,22953.09302918504
39528,James,Steele,Chartered public finance accountant,primary,19542.75467429362
39529,Denise,Pena,Water engineer,primary,18616.762678729192
39530,Joshua,Montoya,Tax inspector,primary,15931.978693753741
39531,Matthew,Romero,Building control surveyor,secondary,20901.687862394258
39532,Angela,Harrison,Web designer,primary,19635.016299623643
39533,Amy,Nguyen,Higher education careers adviser,primary,17100.455781114626
39534,Daniel,Wolfe,IT consultant,primary,18615.022304690006
39535,Charles,Walker,Speech and language therapist,secondary,22735.774420483525
39536,Bruce,Lopez,Analytical chemist,primary,18619.044266188954
39537,Veronica,Pacheco,Health and safety inspector,tertiary,29527.7932389095
39538,Sergio,Miller,"Therapist, art",primary,17878.92335878776
39539,Albert,Patterson,"Civil engineer, contracting",secondary,21652.01583593397
39540,Jennifer,Hughes,Ranger/warden,secondary,23596.729098861473
39541,Paul,Newton,Futures trader,tertiary,28220.862968877012
39542,Kelly,Downs,"Psychologist, educational",secondary,21391.12389515968
39543,Sophia,Hunt,"Accountant, chartered public finance",primary,18537.443432981458
39544,Kellie,Griffin,Farm manager,primary,17994.188935104175
39545,Penny,Andrews,"Designer, ceramics/pottery",primary,18249.944982940346
39546,Rebecca,Bowers,Air broker,secondary,20403.941689277148
39547,Marc,Solis,Set designer,tertiary,29681.21021479535
39548,Brandon,Collins,Early years teacher,primary,16732.134692092008
39549,Zachary,Smith,Petroleum engineer,secondary,22392.466616533067
39550,Isabella,Anderson,Occupational hygienist,primary,18674.24140649844
39551,Tyler,Davis,Recruitment consultant,primary,17705.46356319606
39552,Joanne,Whitaker,"Scientist, physiological",secondary,20436.99123858533
39553,Keith,Blackwell,Telecommunications researcher,primary,18692.97603933842
39554,Wanda,Blackwell,Radiation protection practitioner,secondary,21803.27075589921
39555,Stephanie,Lang,Adult guidance worker,tertiary,30931.913033980534
39556,Brian,Johnson,English as a second language teacher,secondary,21864.250150469485
39557,James,Brewer,Water engineer,tertiary,28023.154177934273
39558,Courtney,Campbell,Retail buyer,primary,19404.574112637325
39559,Brandon,Parks,Commercial art gallery manager,secondary,21673.224095935213
39560,Teresa,Pham,"Designer, multimedia",secondary,21529.477086997715
39561,Ashley,Hatfield,Lobbyist,primary,18044.918781374796
39562,Wendy,Haney,"Engineer, chemical",primary,16660.365675141584
39563,Elizabeth,Davis,"Designer, furniture",primary,16587.61954989773
39564,Julia,Russell,"Research officer, political party",primary,19564.488265703654
39565,Whitney,Trujillo,"Runner, broadcasting/film/video",primary,17475.98092435339
39566,Keith,Anderson,"Teacher, adult education",primary,19387.51513200098
39567,Keith,Jones,Theme park manager,secondary,20837.684444710496
39568,Ashley,Larson,Social researcher,primary,19175.898763697074
39569,Michael,Bell,Minerals surveyor,tertiary,29610.946116249146
39570,Christopher,Stone,Paediatric nurse,primary,18305.90536993168
39571,Tiffany,Carney,"Nurse, learning disability",primary,17456.021589596894
39572,Steven,Nelson,Immunologist,primary,16550.783120994598
39573,Kendra,Ortega,Forest/woodland manager,tertiary,30022.701034130045
39574,Erin,Ingram,"Pharmacist, community",secondary,22950.34479235635
39575,Cody,Gray,Facilities manager,primary,17216.373085994994
39576,Jessica,Glenn,"Scientist, water quality",tertiary,28684.100286165114
39577,Megan,Delgado,Artist,primary,17276.131339512496
39578,Adriana,Smith,Petroleum engineer,secondary,22153.821274549606
39579,Ronald,English,"Radiographer, diagnostic",primary,18089.687360006046
39580,Karen,Pitts,IT consultant,primary,18222.915968987963
39581,Larry,Lam,Energy manager,primary,18468.989660758612
39582,Tina,Cook,"Exhibitions officer, museum/gallery",primary,17500.08352615371
39583,Grace,Sanchez,Editorial assistant,secondary,21930.506047633586
39584,Tiffany,Gardner,IT sales professional,secondary,23527.39321160594
39585,Elizabeth,Stokes,Associate Professor,primary,17729.270857651336
39586,Andrew,Barrera,Social researcher,primary,17985.06229962563
39587,Gregory,Graham,"Scientist, marine",secondary,21663.874798967357
39588,Ricky,Long,"Engineer, materials",secondary,22312.379911402564
39589,Nicholas,Barnes,Prison officer,secondary,22046.243708577338
39590,Stacey,Espinoza,Phytotherapist,tertiary,29989.96172401472
39591,Gregory,Martin,Hospital pharmacist,secondary,22945.53048883066
